,Product,Reactants
3556,Cc1c(NS(C)(=O)=O)c(C(N)=O)nn1Cc1cc2c(cc1Br)OCO2,Cc1c(N)c(C(N)=O)nn1Cc1cc2c(cc1Br)OCO2.S(C)(=O)(=O)Cl
3557,BrCc1ccc(-c2ccon2)cc1,BrN1C(=O)CCC1=O.Cc1ccc(-c2ccon2)cc1
3558,Cc1cc(Oc2cnc(CN)cn2)cc2c1C(CC(=O)O)OB2O,Cc1cc(Oc2cnc(CN)cn2)cc2c1C(CC(=O)OCC)OB2O
3559,Cc1cc(-c2ccc(Cl)cc2)nc2c(C(=O)Nc3cccc(S(=O)(=O)NC(C)(C)CO)c3)cnn12,Cc1cc(-c2ccc(Cl)cc2)nc2c(C(=O)O)cnn12.Nc1cccc(S(=O)(=O)NC(C)(C)CO)c1
3560,COc1cc(OC)cc(C2CNCCO2)c1,COc1cc(OC)cc(C2CNC(=O)CO2)c1
3561,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2cn(C(C)OC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F.C(C)(OC(=O)C(NC(=O)OC(C)(C)C)C(C)C)Cl
3562,O=C(O)Cc1cc(Nc2nc(CCc3ccccc3)cs2)ncc1Br,O=C(OCC)Cc1cc(Nc2nc(CCc3ccccc3)cs2)ncc1Br
3563,Cn1c(=O)c(N)c(N)c2cccnc21,Cn1c(=O)c([N+](=O)[O-])c(N)c2cccnc12
3564,Cc1ccccc1CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)OC(C)(C)C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)OCc1ccccc1)C(C)(C)C,Cc1ccccc1CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C(NC(=O)OCC1c2ccccc2-c2ccccc21)CC(=O)OC(C)(C)C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)OCc1ccccc1)C(C)(C)C
3565,CC(C)(C)OC(=O)N1CCC(COC(C#N)c2cc(Cl)cc3cn(COCC[Si](C)(C)C)nc23)(c2ccc(F)cc2)CC1,CC(C)(C)OC(=O)N1CCC(COC(C(N)=O)c2cc(Cl)cc3cn(COCC[Si](C)(C)C)nc23)(c2ccc(F)cc2)CC1
3566,Cc1nnc2n1CCN(C(=O)c1cc3ncc(Cl)cn3n1)C2,Cc1nnc2n1CCNC2.C(=O)(c1cc2ncc(Cl)cn2n1)O
3567,NC(=O)C(Cc1ccccc1)Nc1nc2ccc(Cl)cc2cc1C(=O)O,NC(=O)C(Cc1ccccc1)N.c1(Cl)nc2ccc(Cl)cc2cc1C(=O)O
3568,NCc1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,N1(Cc2cnc(Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)s2)C(=O)c2ccccc2C1=O
3569,CCOC(=O)c1cnn2c1N(C(C)=O)CC=C2c1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1,CCOC(=O)c1cnn2c1NCC=C2c1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1.C(C)(=O)OC(C)=O
3570,CCN(Cc1cncc(-c2ccc3c(c2)c(-c2ncc(C(=O)N4CC(C)OC(C)C4)[nH]2)nn3C2CCCCO2)c1C)C(=O)OC(C)(C)C,CCN(Cc1cncc(-c2ccc3c(c2)c(-c2ncc(C(=O)O)[nH]2)nn3C2CCCCO2)c1C)C(=O)OC(C)(C)C.N1CC(C)OC(C)C1
3571,CC(C)(C)OC(=O)C1CC(COS(C)(=O)=O)CN1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)C1CC(CO)CN1C(=O)OC(C)(C)C.S(C)(=O)(=O)Cl
3572,CCSCC(O)(C(Nc1cccc2nc(C)ccc12)c1ccc(F)c(O)c1F)C(F)(F)F,CCSCC(O)(C(Nc1cccc2nc(C)ccc12)c1ccc(F)c(OC)c1F)C(F)(F)F
3573,O=C(O)c1ccc(Oc2ccc(I)cn2)cc1,O=C(OC)c1ccc(Oc2ccc(I)cn2)cc1
3574,Cc1noc(-c2c(N)ncnc2NC(C)c2nc3cccc(-c4cnn(C)c4)c3c(=O)n2C2CC2)n1,Cc1noc(-c2c(N)ncnc2Cl)n1.NC(C)c1nc2cccc(-c3cnn(C)c3)c2c(=O)n1C1CC1
3575,CC(=O)c1ccc(O)cc1,CC(=O)Oc1ccccc1
3576,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CN(C(=O)C(C)(C)C)CCO1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CNCCO1.C(=O)(C(C)(C)C)Cl
3577,O=C(O)CC1Cc2ccc(OCCCNc3ncccn3)cc2CNC1=O,O=C(OC)CC1Cc2ccc(OCCCNc3ncccn3)cc2CNC1=O
3578,N#Cc1ccc(Cn2ccnc2)cc1F,N#Cc1ccc(CBr)cc1F.[nH]1ccnc1
3579,CCCCC(CC)COC(=O)CCSc1ccc2c(-c3ccccc3)cc3nncn3c2c1,CCCCC(CC)COC(=O)CCS.c1(I)ccc2c(-c3ccccc3)cc3nncn3c2c1
3580,C=CCOCC1(c2cccc(C)c2)NC(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C1=O,C=CCOCC1(c2cccc(C)c2)NC(=O)NC1=O.c1(Br)ccc(C#N)c(C(F)(F)F)c1
3581,Cc1ccc(CC2CCN(C(=O)C(=O)Nc3ccc4c(c3)OCC(=O)N4)CC2)cc1,Cc1ccc(CC2CCNCC2)cc1.C(=O)(C(=O)Nc1ccc2c(c1)OCC(=O)N2)O
3582,COc1cc2ccnc(CSc3nc4ccccc4n3COC(=O)C(C)(C)C)c2cc1OCC(F)(F)F,COc1cc2ccnc(CSc3nc4ccccc4[nH]3)c2cc1OCC(F)(F)F.C(OC(=O)C(C)(C)C)Cl
3583,CC(C)(C)NC(=O)c1ccc(C2CCCn3cncc32)cc1,CC(C)(C)NC(=O)c1ccc(C2=CCCn3cncc32)cc1
3584,Cn1c(C#N)ccc1-c1ccc(NC#N)cc1,Cn1c(C#N)ccc1B(O)O.c1(Br)ccc(NC#N)cc1
3585,COC(=O)NCCOC(c1cccc(Cl)c1)C1CCCN(C(=O)OC2CNCCC2CC(C)C)C1,COC(=O)NCCOC(c1cccc(Cl)c1)C1CCCN(C(=O)OC2CN(C(=O)OCc3ccccc3)CCC2CC(C)C)C1
3586,COc1cc2c(Oc3ccc4[nH]ccc4c3)ncnc2cc1OCCN1CCOCC1,COc1cc2c(Oc3ccc4[nH]ccc4c3)ncnc2cc1O.C(CN1CCOCC1)O
3587,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn(C2CCCNC2)c1N,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn(C2CCCN(C(OC(C)(C)C)=O)C2)c1N
3588,CCOc1c(C=O)cc(C2CC2)c(-c2ccc(F)cc2)c1F,CCOc1c(C=O)cc(Br)c(-c2ccc(F)cc2)c1F.C1(B(O)O)CC1
3589,COCCOc1ccc(C(C)=O)c(OCc2ccccc2)c1,COCCOc1ccc(C(C)=O)c(O)c1.C(c1ccccc1)Br
3590,Cc1cc(OCC(F)(F)F)c(NC(=O)CN2CCN(CCSc3nc4ccc(F)cc4[nH]3)CC2)c(OCC(F)(F)F)n1,Cc1cc(OCC(F)(F)F)c(NC(=O)CBr)c(OCC(F)(F)F)n1.N1CCN(CCSc2nc3ccc(F)cc3[nH]2)CC1
3591,O=C(O)C1CCCN1C(=O)OCc1ccccc1,O=C(O)C1CCCN1.C(=O)(OCc1ccccc1)OC(C)Cl
3592,O=C(O)C1=C(c2ccccc2)CN(Cc2ccccc2)C1,O=C(OCC)C1=C(c2ccccc2)CN(Cc2ccccc2)C1
3593,CSc1ncc(OCc2csc(C3CCN(C(=O)OC(C)(C)C)CC3)n2)cn1,CSc1ncc(O)cn1.C(c1csc(C2CCN(C(=O)OC(C)(C)C)CC2)n1)Cl
3594,N#Cc1ccc(-c2ccc(C(=C3CCCCCCC3)c3ccc(O)cc3)cc2)cc1,N#Cc1ccc(B(O)O)cc1.c1(Br)ccc(C(=C2CCCCCCC2)c2ccc(O)cc2)cc1
3595,CCC(=O)c1ccccc1OCc1ccccc1,CCC(=O)c1ccccc1O.C(c1ccccc1)Cl
3596,NC(=O)Cc1cccc2c(=O)cc(C3=CCCCC3)oc12,N.C(=O)(Cc1cccc2c(=O)cc(C3=CCCCC3)oc12)O
3597,CS(=O)(=O)Nc1cccc(-c2nnc(N)nc2-c2ccccc2)c1,CS(=O)(=O)Nc1cccc(B2OC(C)(C)C(C)(C)O2)c1.c1(Br)nnc(N)nc1-c1ccccc1
3598,Cn1c(CO)cc2cccnc21,Cn1c(C(=O)OCC)cc2cccnc12
3599,CN1CCN(c2nc3ccc(Cl)cc3c3[nH]cnc23)CC1,CN1CCNCC1.c1(Cl)nc2ccc(Cl)cc2c2[nH]cnc12
3600,COC(=O)c1c(CN2CCN(C(C)C)CC2)c(-c2ccccc2)nc2ccccc12,COC(=O)c1c(CBr)c(-c2ccccc2)nc2ccccc12.N1CCN(C(C)C)CC1
3601,CCn1cc(-c2ccnc3[nH]c(C4=CCN(C(=O)CN(C)C)CC4)cc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,CCn1cc(-c2ccnc3[nH]c(C4=CCNCC4)cc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1.C(=O)(CN(C)C)O
3602,COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1-c1ccnc(C#N)c1,COc1c(C(C)Cl)cc(Cl)c(C)c1-c1ccnc(C#N)c1.[nH]1nc(C)c2c(N)ncnc12
3603,CCCCCCCN(CCc1csc(SC(C)(C)C(=O)OC(C)(C)C)n1)c1ncc(C#N)cc1Cl,CCCCCCCN(CCc1csc(SC(C)(C)C(=O)OC(C)(C)C)n1)c1ncc(C(N)=O)cc1Cl
3604,ClCCn1ncc2cc(Br)ccc21,ClCCBr.[nH]1ncc2cc(Br)ccc12
3605,CC(C)(C)C(=O)c1ccc(CO)cc1,CC(C)(C)C(=O)c1ccc(COC(C)=O)cc1
3606,O=C1Nc2ccc(I)cc2C1=NNC(=O)c1ccc(CNC(=O)c2ccc(C(=O)O)cc2)cc1,O=C1Nc2ccc(I)cc2C1=NNC(=O)c1ccc(CNC(=O)c2ccc(C(=O)OC)cc2)cc1
3607,CCOC(=O)C(C)(C)Oc1cc(CCNC(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)nc2C)cc(OC)c1,CCOC(=O)C(C)(C)Oc1cc(CCN)cc(OC)c1.C(=O)(c1ccc(-c2ccc(C(F)(F)F)cc2)nc1C)O
3608,CCOC(=O)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,CCOC(=O)N1CCC(Nc2ccc(Cl)cc2)CC1.C(=O)(Cc1ccccc1)Cl
3609,CCOC(=O)COc1cccc([N+](=O)[O-])c1,CCOC(=O)CBr.Oc1cccc([N+](=O)[O-])c1
3610,CCc1cccc(CNCC(O)C(Cc2cc(F)cc(F)c2)NC(=O)c2cccc(-c3ncc(CCC(=O)OC)o3)c2)c1,CCc1cccc(CNCC(O)C(Cc2cc(F)cc(F)c2)N)c1.C(=O)(c1cccc(-c2ncc(CCC(=O)OC)o2)c1)O
3611,O=C(Cc1ccccc1)Nc1ccc(C(=O)NO)s1,O=C(Cc1ccccc1)Nc1ccc(C(=O)OC)s1.NO
3612,COc1ccc(NCCCOc2ccc3ccccc3c2)cc1,COc1ccc(N)cc1.C(CCOc1ccc2ccccc2c1)Cl
3613,O=C(O)C(OCc1ccc(-c2ccc(Cl)cc2)cc1)c1ccccc1,O=C(O)C(O)c1ccccc1.C(c1ccc(-c2ccc(Cl)cc2)cc1)Cl
3614,COCCCOC(=O)c1cnccc1S(=O)(=O)C1CCOC1C,COCCCBr.OC(=O)c1cnccc1S(=O)(=O)C1CCOC1C
3615,Nc1cc(-c2ccoc2)cc([N+](=O)[O-])c1,Nc1cc(Br)cc([N+](=O)[O-])c1.c1(B(O)O)ccoc1
3616,CCN(CCN(C)C)C(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccncc3)c2)cc1,CCNCCN(C)C.C(=O)(c1ccc(-c2cnc(N)c(C(=O)Nc3ccncc3)c2)cc1)O
3617,CCc1c(-c2cccc([N+](=O)[O-])c2)[nH]c(C=O)c1C(=O)OCc1ccccc1,CCc1c(I)[nH]c(C=O)c1C(=O)OCc1ccccc1.c1(B(O)O)cccc([N+](=O)[O-])c1
3618,CN(C)CCCN=Cc1ccc2c(c1)OCO2,CN(C)CCCN.C(c1ccc2c(c1)OCO2)=O
3619,C#Cc1ccc(C(C)C)cc1,C(#Cc1ccc(C(C)C)cc1)[Si](C)(C)C
3620,CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCNC4CCCC(=O)O)no2)cc1C#N,CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(C(OC(C)(C)C)=O)C4CCCC(=O)O)no2)cc1C#N
3621,Cc1c(Br)cncc1NC(=O)OC(C)(C)C,Cc1c(Br)cncc1N.C(=O)(OC(C)(C)C)OC(OC(C)(C)C)=O
3622,CC(=O)N1CCc2nc(N3CCC(C(=O)c4cc(Cl)ccc4F)CC3)c(NC(C)C)nc2C1,CC(=O)OC(C)=O.N1CCc2nc(N3CCC(C(=O)c4cc(Cl)ccc4F)CC3)c(NC(C)C)nc2C1
3623,Cc1nc(CCc2c(-c3ccccc3)noc2C)sc1C(=O)NC1CCOC1,Cc1nc(CCc2c(-c3ccccc3)noc2C)sc1C(=O)O.NC1CCOC1
3624,COc1ccc(CCC2(C)C(=O)N(C(=O)NC(C)c3ccccc3)C2C(=O)O)cc1,COc1ccc(CCC2(C)C(=O)N(C(=O)NC(C)c3ccccc3)C2C(=O)OCc2ccccc2)cc1
3625,O=C(c1csc(C2CCCNC2)c1)N1CCCCCC1,O=C(c1csc(C2CCCN(C(OC(C)(C)C)=O)C2)c1)N1CCCCCC1
3626,CC(C)(C)OC(=O)C(NC(=O)c1ccc(-c2cnc3nnc(C4(c5ccc6ncsc6c5)CC4)n3n2)cc1)C(C)(C)C,CC(C)(C)OC(=O)C(N)C(C)(C)C.C(=O)(c1ccc(-c2cnc3nnc(C4(c5ccc6ncsc6c5)CC4)n3n2)cc1)O
3627,CC(C)(CO)S(=O)(=O)CCNCC1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,CC(C)(CO)S(=O)(=O)CCN.C(C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1)=O
3628,Cn1ncc(Br)c1NC(=O)N1CCN(c2nc(-c3ccccc3)ns2)CC1,Cn1ncc(Br)c1NC(=O)OCC(Cl)(Cl)Cl.N1CCN(c2nc(-c3ccccc3)ns2)CC1
3629,OC1(Cc2ccc(F)cc2)CCN(Cc2ccccc2)CC1,O=C1CCN(Cc2ccccc2)CC1.C(c1ccc(F)cc1)Cl
3630,CCOC(=O)Cn1nc(-c2ccc(F)cc2)cc1NC(C)=O,CCOC(=O)Cn1nc(-c2ccc(F)cc2)cc1N.C(C)(=O)OC(C)=O
3631,CC(C)(C)OC(=O)NC1Cc2ccc(C#N)cc2C1,CC(C)(C)OC(=O)NC1Cc2ccc(Br)cc2C1.[C-]#N
3632,CNC1CN(c2c(-c3ccccc3)c(C)c(C#N)c3nc4ncccc4n23)C1,CN(C1CN(c2c(-c3ccccc3)c(C)c(C#N)c3nc4ncccc4n23)C1)C(OC(C)(C)C)=O
3633,CC(=O)OCCOCc1nc(C(C)C)c(Sc2cc(Cl)cc(Cl)c2)n1C,CC(=O)Cl.OCCOCc1nc(C(C)C)c(Sc2cc(Cl)cc(Cl)c2)n1C
3634,CC(C)(COC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,CC(C)(COC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC
3635,N#CCN1CCN(c2ccccn2)CC1,N#CCBr.N1CCN(c2ccccn2)CC1
3636,COc1nc(N)c2[nH]cnc2n1,C[O-].c1(Cl)nc(N)c2[nH]cnc2n1
3637,COc1ccc(Cn2c(C)cc(OCc3ccccc3C#N)cc2=O)c(OC)c1,COc1ccc(Cn2c(C)cc(O)cc2=O)c(OC)c1.C(c1ccccc1C#N)Br
3638,COc1ccc(NS(=O)(=O)C(F)(F)F)cc1CC1C(O)c2cc(OCc3nc4cc(F)c(F)cc4s3)ccc2OC1(C)C,COc1ccc(NS(=O)(=O)C(F)(F)F)cc1CC1C(=O)c2cc(OCc3nc4cc(F)c(F)cc4s3)ccc2OC1(C)C
3639,COC(=O)c1ccc(C(C)NC(=O)c2cc(Cl)cnc2Oc2ccc(C)cc2C)cc1,COC(=O)c1ccc(C(C)NC(=O)c2cc(Cl)cnc2Cl)cc1.Oc1ccc(C)cc1C
3640,O=C(CC1COCCO1)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,O=C(CC1COCCO1)O.NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1
3641,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1cc2ccccc2o1,O=C=Nc1ccc(Cl)cc1.NS(=O)(=O)c1cc2ccccc2o1
3642,CCCOc1ccc(N2CCN(S(=O)(=O)c3ccc(N)cc3)CC2)cc1,CCCOc1ccc(N2CCN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1
3643,C#CCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O,C#CCN1C(=O)C2CC(c3ccc([N+](=O)[O-])cc3)(C2)C1=O
3644,Cc1cc(C=C(C#N)C#N)cc(C)c1O,Cc1cc(C=O)cc(C)c1O.C(C#N)C#N
3645,CC(C)CC=CC(C)CCCl,CC(C)CC[P+](C)(C)C.C(C(C)CCCl)=O
3646,Cc1nc(N)ccc1C#N,Cc1nc(N)ccc1Br.C(#N)[Cu]
3647,COC(=O)c1ccc(C2CC2)cc1,COC(=O)c1ccc(Br)cc1.C1([Mg+])CC1
3648,Cn1cc(-c2ccc3nnc(COc4c(N)ncc5ccoc45)n3n2)cn1,Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1.c1(Cl)ccc2nnc(COc3c(N)ncc4ccoc34)n2n1
3649,CCOC(=O)C1CCCN(CCCl)C1,CCOC(=O)C1CCCNC1.C(CCl)Br
3650,CCC(O)c1ccc(Br)cn1,CC[Mg+].C(=O)c1ccc(Br)cn1
3651,COc1cc(N2Cc3cn(-c4ccc(Cl)cc4)nc3C2=O)ccc1O,COc1cc(NC(c2c(CCl)cn(-c3ccc(Cl)cc3)n2)=O)ccc1O
3652,CN1CCN(Cc2c(CN3C(=O)c4ccccc4C3=O)nc3ccccn23)CC1,CN1CCNCC1.C(c1c(CN2C(=O)c3ccccc3C2=O)nc2ccccn12)=O
3653,Cc1nc(NC(=O)NCCC(=O)O)sc1-c1ccc(S(=O)(=O)N(C)C)cc1,Cc1nc(NC(=O)NCCC(=O)OCC)sc1-c1ccc(S(=O)(=O)N(C)C)cc1
3654,CC(C)(CO)CCCN1CC2CNCCN2C1=O,CC(C)(CO)CCCN1CC2CN(C(OC(C)(C)C)=O)CCN2C1=O
3655,c1ccc(-c2nn3c(c2-c2ccc4nccnc4c2)CCC3)nc1,c1ccc(-c2nn3c(c2B(O)O)CCC3)nc1.c1(Br)ccc2nccnc2c1
3656,CCCCCCCCCCCC(CCCCCCCC)OC(=O)c1ccccc1,CCCCCCCCCCCC(CCCCCCCC)O.OC(=O)c1ccccc1
3657,Nc1ccc(C(F)(F)F)cc1NCC1CCN(C(=O)C2CC2)C1,[N+](c1ccc(C(F)(F)F)cc1NCC1CCN(C(=O)C2CC2)C1)(=O)[O-]
3658,Cc1nc2c(o1)c(C(=O)Nc1ccc(Br)cc1)cc1nc(Nc3c(Cl)cccc3Cl)[nH]c12,Cc1nc2c(o1)c(C(=O)O)cc1nc(Nc3c(Cl)cccc3Cl)[nH]c21.Nc1ccc(Br)cc1
3659,CCc1cc(OCc2nc3ccccc3o2)c(OC)nc1C,CCc1cc(O)c(OC)nc1C.C(c1nc2ccccc2o1)Cl
3660,COc1ccc(NC(=O)c2cccc(S(F)(F)(F)(F)F)c2)cc1-n1ccn2nc(-c3cccnc3)cc12,COc1ccc(N)cc1-n1ccn2nc(-c3cccnc3)cc12.C(=O)(c1cccc(S(F)(F)(F)(F)F)c1)O
3661,C=CCC(C)(C)CCOC(=O)NC(C(=O)N1CC(OC)(c2ccc3cc(OC)c(C=C)cc3c2)CC1C(=O)OC)C(C)(C)C,C=CCC(C)(C)CCOC(=O)NC(C(=O)O)C(C)(C)C.N1CC(OC)(c2ccc3cc(OC)c(C=C)cc3c2)CC1C(=O)OC
3662,O=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])o1,OCc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])o1
3663,OCCCCOc1c(Cl)cc(OCc2ccccc2)cc1Cl,OCCCCCl.Oc1c(Cl)cc(OCc2ccccc2)cc1Cl
3664,CNC(=O)c1ccc(F)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Cl)c2=O)c1,CN.C(=O)(c1ccc(F)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Cl)c2=O)c1)O
3665,CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(-c3ccc(Cl)cc3)cc(S(=O)(=O)C(C)C)c2)c1CCC(=O)OCC,CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(S(=O)(=O)C(C)C)c2)c1CCC(=O)OCC.c1(B(O)O)ccc(Cl)cc1
3666,Cc1nc(N(Cc2ccccc2)Cc2ccccc2)c(N)c(NNC(=O)OC(C)(C)C)c1C,Cc1nc(N(Cc2ccccc2)Cc2ccccc2)c([N+](=O)[O-])c(NNC(=O)OC(C)(C)C)c1C
3667,OCC1CN(Cc2ccc(-c3noc(-c4nnn(-c5ccccc5F)c4-c4ccncc4)n3)cc2)CCO1,OCC1CNCCO1.C(c1ccc(-c2noc(-c3nnn(-c4ccccc4F)c3-c3ccncc3)n2)cc1)=O
3668,CC(C(N)=O)c1ccc(-n2cc(Cl)cn2)c(Cl)c1,CC(C(=O)Cl)c1ccc(-n2cc(Cl)cn2)c(Cl)c1.N
3669,CC(C)(C)OC(=O)N(CCOS(C)(=O)=O)c1cn(-c2cccnc2)nc1Cl,CC(C)(C)OC(=O)N(CCO)c1cn(-c2cccnc2)nc1Cl.S(C)(=O)(=O)Cl
3670,COC(=O)c1cc(OCCC2(CCN3CCC(Nc4ccc(C)cc4)CC3)CCCCC2)cc(C(=O)OC)c1,COC(=O)c1cc(OCCC2(CC=O)CCCCC2)cc(C(=O)OC)c1.N1CCC(Nc2ccc(C)cc2)CC1
3671,C=CC(=O)N1CC2(CCN(C(=O)OCc3ccccc3)CC2)c2ccccc21,C=CC(=O)Cl.N1CC2(CCN(C(=O)OCc3ccccc3)CC2)c2ccccc21
3672,Cc1cc(C)cc(C=NO)c1,Cc1cc(C)cc(C=O)c1.NO
3673,CCOc1ccnc(Cl)c1,CC[O-].c1(I)ccnc(Cl)c1
3674,Cc1c(C)n(CC2CC2C)c2c(OCc3ccc(F)cc3F)nncc12,Cc1c(C)n(CC2CC2C)c2c(Cl)nncc12.OCc1ccc(F)cc1F
3675,O=C(O)c1cc2c(Br)csc2cn1,O=C(OC)c1cc2c(Br)csc2cn1
3676,O=C(O)CC1CCC2(CC1)OCCO2,O=C(OCC)CC1CCC2(CC1)OCCO2
3677,COc1ccc2c(COc3cccc4[nH]c(C(=O)NC5CCN(CC(C)N6CCC(O)C(C)C6)CC5)cc34)coc2c1,COc1ccc2c(COc3cccc4[nH]c(C(=O)O)cc34)coc2c1.NC1CCN(CC(C)N2CCC(O)C(C)C2)CC1
3678,CS(=O)(=O)c1cc(C2CCNCC2)ccc1N,CS(=O)(=O)c1cc(-c2ccncc2)ccc1N
3679,Cc1ccc(N=Cc2ccc(OCC(=O)OC(C)(C)C)cc2)cc1,Cc1ccc(N)cc1.C(c1ccc(OCC(=O)OC(C)(C)C)cc1)=O
3680,COc1ccc(CN(c2nncs2)S(=O)(=O)c2ccc(F)c(C#N)c2)c(OC)c1,COc1ccc(CNc2nncs2)c(OC)c1.S(=O)(=O)(c1ccc(F)c(C#N)c1)Cl
3681,COc1ccc(N2C(=O)c3ccccc3C2=O)c(O)n1,COc1ccc(N2C(=O)c3ccccc3C2=O)c(OC)n1
3682,CCOC(=O)C(Oc1ccc(C(=O)OC)cc1CC(C)C)c1ccc2c(c1)OCO2,CCOC(=O)C(c1ccc2c(c1)OCO2)Br.Oc1ccc(C(=O)OC)cc1CC(C)C
3683,O=C(c1ccc([N+](=O)[O-])cc1Cl)N1CCCCc2sccc21,O=C(c1ccc([N+](=O)[O-])cc1Cl)Cl.N1CCCCc2sccc21
3684,CC(=O)Nc1cc(C(=NNC(N)=S)C(C)=NO)ccc1Cl,CC(=O)Nc1cc(C(C(C)=NO)=O)ccc1Cl.NNC(N)=S
3685,CC(Cc1ccc(S(=O)(=O)c2ccc(Oc3ccccc3)cc2C=O)cc1)NC(=O)C(F)(F)F,CC(Cc1ccc(S(=O)(=O)c2ccc(F)cc2C=O)cc1)NC(=O)C(F)(F)F.Oc1ccccc1
3686,COC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)c2n[nH]c(=O)n2C1c1ccc(C#N)cc1CN(C)C,COC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)c2n[nH]c(=O)n2C1c1ccc(C#N)cc1CBr.N(C)C
3687,O=C(c1cc2ccccc2n1Cc1ccc(F)cc1)N1CCC(C(=O)N2CCCCC2)CC1,O=C(c1cc2ccccc2n1Cc1ccc(F)cc1)O.N1CCC(C(=O)N2CCCCC2)CC1
3688,C1CC1Nc1nc(NC2CC2)nc(NC2CC2)n1,C1CC1Nc1nc(NC2CC2)nc(Cl)n1.NC1CC1
3689,CSC(C(C)C(=O)NCCc1cccc(O)c1)C1CCCN1C(=O)OC(C)(C)C,CSC(C(C)C(=O)O)C1CCCN1C(=O)OC(C)(C)C.NCCc1cccc(O)c1
3690,O=C(NC1CCCCC1)C(c1cccc(Cl)c1)C1(O)CCCCC1,O=C(C(c1cccc(Cl)c1)C1(O)CCCCC1)O.NC1CCCCC1
3691,CCOC(=O)CCCCC[N+]1=C(C)C(C)(C)c2cc(Br)ccc21,CCO.OC(=O)CCCCC[N+]1=C(C)C(C)(C)c2cc(Br)ccc21
3692,CC(C)(C)OC(=O)C1CSC(c2ccccc2)N1C(=O)CNC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,CC(C)(C)OC(=O)C1CSC(c2ccccc2)N1C(=O)CN.C(=O)=Nc1ccc(Cl)c(C(F)(F)F)c1
3693,COc1ccc(C2=NN(C3CCN(S(=O)(=O)c4ccccc4Cl)CC3)C(=O)C2(C)C)cc1OC,COc1ccc(C2=NN(C3CCNCC3)C(=O)C2(C)C)cc1OC.S(=O)(=O)(c1ccccc1Cl)Cl
3694,c1ccc(C(c2ccccc2)(c2ccccc2)N2CCCCC2)cc1,c1ccc(C(c2ccccc2)(c2ccccc2)N2CCC(O)CC2)cc1
